loss,accuracy,precision,recall,val_loss,val_accuracy,val_precision,val_recall
0.007487189490348101,1.0,1.0,1.0,0.29145434498786926,0.9131944179534912,0.9339285492897034,0.9079861044883728
0.00781384389847517,1.0,1.0,1.0,0.2925715148448944,0.9131944179534912,0.9358288645744324,0.9114583134651184
0.007108255289494991,1.0,1.0,1.0,0.2917743921279907,0.9166666865348816,0.9339285492897034,0.9079861044883728
0.006727701984345913,1.0,1.0,1.0,0.28673818707466125,0.9131944179534912,0.9335727095603943,0.9027777910232544
0.006918179802596569,1.0,1.0,1.0,0.2872728109359741,0.9114583134651184,0.938517153263092,0.9010416865348816
0.006793214473873377,1.0,1.0,1.0,0.3425339460372925,0.9079861044883728,0.9288256168365479,0.90625
0.008526346646249294,1.0,1.0,1.0,0.2934821546077728,0.9027777910232544,0.9180035591125488,0.8940972089767456
0.006909928284585476,1.0,1.0,1.0,0.2874079942703247,0.90625,0.9266547560691833,0.8993055820465088
0.006632899399846792,1.0,1.0,1.0,0.30177804827690125,0.9097222089767456,0.9303571581840515,0.9045138955116272
0.006442798301577568,1.0,1.0,1.0,0.2916296124458313,0.9079861044883728,0.9335727095603943,0.9027777910232544
0.005919116083532572,1.0,1.0,1.0,0.3054640591144562,0.90625,0.9284436702728271,0.9010416865348816
0.006351430434733629,1.0,1.0,1.0,0.2979678213596344,0.9079861044883728,0.92998206615448,0.8993055820465088
